	col_val	source	views	registration	conversion
"["""",""2019-10-23"",""""]"		popup_version|start_date|popup_category	56.0	0.0	0.0
"[""B"",""2020-05-13"",""Understanding Publishing""]"		popup_version|start_date|popup_category	105.0	0.0	0.0
"[""B"",""2020-05-14"",""""]"		popup_version|start_date|popup_category	21.0	0.0	0.0
"[""B"",""2020-05-14"",""Perfecting your Craft, Understanding Publishing""]"		popup_version|start_date|popup_category	91.0	0.0	0.0
"["""","""",""Book Marketing""]"		popup_version|start_date|popup_category	1379.0	0.0	0.0
"["""","""",""Book Design, bookly News""]"		popup_version|start_date|popup_category	217.0	0.0	0.0
"[""B"",""2020-05-22"",""Understanding Publishing""]"		popup_version|start_date|popup_category	35.0	0.0	0.0
"["""","""",""Book Design, Understanding Publishing""]"		popup_version|start_date|popup_category	56.0	0.0	0.0
"[""B"",""2020-05-25"",""Understanding Publishing""]"		popup_version|start_date|popup_category	294.0	0.0	0.0
"["""","""",""Book Design, Perfecting your Craft, Understanding Publishing""]"		popup_version|start_date|popup_category	21.0	0.0	0.0
"[""B"",""2020-05-29"",""Understanding Publishing""]"		popup_version|start_date|popup_category	546.0	0.0	0.0
"[""B"",""2020-05-27"",""""]"		popup_version|start_date|popup_category	21.0	0.0	0.0
"[""B"",""2020-05-29"",""Book Marketing""]"		popup_version|start_date|popup_category	35.0	0.0	0.0
"[""A"",""2018-06-28"",""discovery""]"		popup_version|start_date|popup_category	3738.0	0.0	0.0
"[""A"",""2018-12-31"",""""]"		popup_version|start_date|popup_category	21.0	0.0	0.0
"[""B"",""2020-03-31"",""discovery""]"		popup_version|start_date|popup_category	21.0	0.0	0.0
"[""A"",""2019-03-19"",""discovery""]"		popup_version|start_date|popup_category	35.0	0.0	0.0
"[""B"",""2020-04-01"",""Understanding Publishing""]"		popup_version|start_date|popup_category	70.0	0.0	0.0
"[""B"",""2020-06-10"",""Understanding Publishing""]"		popup_version|start_date|popup_category	42.0	0.0	0.0
"[""A"",""2019-06-20"",""discovery""]"		popup_version|start_date|popup_category	182.0	0.0	0.0
"["""","""",""Book Marketing, Perfecting your Craft, Understanding Publishing""]"		popup_version|start_date|popup_category	35.0	0.0	0.0
"[""B"",""2020-04-07"",""Understanding Publishing""]"		popup_version|start_date|popup_category	287.0	0.0	0.0
"[""A"",""2019-06-17"",""discovery""]"		popup_version|start_date|popup_category	1568.0	0.0	0.0
"[""B"",""2020-04-17"",""""]"		popup_version|start_date|popup_category	21.0	0.0	0.0
"[""B"",""2020-02-20"",""Book Marketing, Understanding Publishing""]"		popup_version|start_date|popup_category	77.0	0.0	0.0
"[""B"",""2020-04-24"",""Book Marketing""]"		popup_version|start_date|popup_category	35.0	0.0	0.0
"["""","""",""Book Marketing, From our Authors""]"		popup_version|start_date|popup_category	112.0	0.0	0.0
"[""A"",""2019-05-23"",""Perfecting your Craft""]"		popup_version|start_date|popup_category	56.0	0.0	0.0
"[""A"",""2019-04-25"",""discovery""]"		popup_version|start_date|popup_category	21.0	0.0	0.0
"["""","""",""Book Design, Book Marketing""]"		popup_version|start_date|popup_category	21.0	0.0	0.0
"["""",""2019-10-22"",""Book Marketing, Understanding Publishing""]"		popup_version|start_date|popup_category	168.0	0.0	0.0
"[""A"",""2019-04-11"",""""]"		popup_version|start_date|popup_category	56.0	0.0	0.0
"[""A"",""2019-04-03"",""Perfecting your Craft, Understanding Publishing""]"		popup_version|start_date|popup_category	105.0	0.0	0.0
"[""B"",""2020-05-04"",""Understanding Publishing""]"		popup_version|start_date|popup_category	56.0	0.0	0.0
"["""",""2019-12-13"",""Understanding Publishing""]"		popup_version|start_date|popup_category	938.0	0.0	0.0
"[""A"",""2019-03-20"",""discovery""]"		popup_version|start_date|popup_category	1841.0	0.0	0.0
"[""B"",""2020-04-20"",""discovery""]"		popup_version|start_date|popup_category	182.0	0.0	0.0
"[""B"",""2020-02-13"",""From our Authors""]"		popup_version|start_date|popup_category	42.0	0.0	0.0
"[""B"",""2020-02-19"",""Understanding Publishing""]"		popup_version|start_date|popup_category	105.0	0.0	0.0
"[""B"","""",""discovery""]"		popup_version|start_date|popup_category	21.0	0.0	0.0
"["""","""",""bookly News, Understanding Publishing""]"		popup_version|start_date|popup_category	35.0	0.0	0.0
"[""A"",""2020-05-29"",""Book Marketing""]"		popup_version|start_date|popup_category	56.0	0.0	0.0
"["""","""",""bookly News""]"		popup_version|start_date|popup_category	77.0	0.0	0.0
"[""A"",""2020-06-02"",""Understanding Publishing""]"		popup_version|start_date|popup_category	77.0	0.0	0.0
"[""A"",""2020-03-03"",""Perfecting your Craft""]"		popup_version|start_date|popup_category	1211.0	0.0	0.0
"[""A"",""2020-03-02"",""bookly News""]"		popup_version|start_date|popup_category	1463.0	0.0	0.0
"[""A"",""2020-03-02"",""Understanding Publishing""]"		popup_version|start_date|popup_category	1302.0	0.0	0.0
"[""A"",""2020-03-02"",""Perfecting your Craft""]"		popup_version|start_date|popup_category	903.0	0.0	0.0
"[""A"",""2020-06-10"",""Book Marketing""]"		popup_version|start_date|popup_category	56.0	0.0	0.0
"[""A"",""2020-03-02"",""Book Marketing""]"		popup_version|start_date|popup_category	287.0	0.0	0.0
"[""A"",""2020-06-10"",""Understanding Publishing""]"		popup_version|start_date|popup_category	42.0	0.0	0.0
"[""A"",""2020-06-12"",""""]"		popup_version|start_date|popup_category	21.0	0.0	0.0
"[""A"",""2020-02-29"",""discovery""]"		popup_version|start_date|popup_category	7469.0	0.0	0.0
"[""A"",""2020-06-12"",""Book Marketing""]"		popup_version|start_date|popup_category	112.0	0.0	0.0
"[""A"",""2020-02-29"",""Understanding Publishing""]"		popup_version|start_date|popup_category	161.0	0.0	0.0
"[""A"",""2020-02-28"",""discovery""]"		popup_version|start_date|popup_category	742.0	0.0	0.0
"[""A"",""2020-02-28"",""Perfecting your Craft""]"		popup_version|start_date|popup_category	35.0	0.0	0.0
"[""A"",""2020-06-12"",""bookly News""]"		popup_version|start_date|popup_category	21.0	0.0	0.0
"[""A"",""2020-02-28"",""From our Authors, Understanding Publishing""]"		popup_version|start_date|popup_category	161.0	0.0	0.0
"[""A"",""2020-02-27"",""Perfecting your Craft""]"		popup_version|start_date|popup_category	1141.0	0.0	0.0
"[""B"","""",""Book Marketing""]"		popup_version|start_date|popup_category	21.0	0.0	0.0
"[""B"","""",""From our Authors""]"		popup_version|start_date|popup_category	21.0	0.0	0.0
"[""B"","""",""Perfecting your Craft""]"		popup_version|start_date|popup_category	742.0	0.0	0.0
"["""","""",""generator""]"		popup_version|start_date|popup_category	1008.0	0.0	0.0
"[""A"",""2020-05-27"",""Book Design, Understanding Publishing""]"		popup_version|start_date|popup_category	4186.0	0.0	0.0
"[""A"",""2020-03-13"",""Perfecting your Craft""]"		popup_version|start_date|popup_category	1435.0	0.0	0.0
"[""A"",""2020-03-31"",""discovery""]"		popup_version|start_date|popup_category	35.0	0.0	0.0
"[""A"",""2020-04-27"",""""]"		popup_version|start_date|popup_category	469.0	0.0	0.0
"[""A"",""2020-04-24"",""Book Marketing""]"		popup_version|start_date|popup_category	21.0	0.0	0.0
"[""A"",""2020-05-01"",""discovery""]"		popup_version|start_date|popup_category	21.0	0.0	0.0
"[""A"",""2020-05-04"",""Understanding Publishing""]"		popup_version|start_date|popup_category	56.0	0.0	0.0
"[""A"",""2020-04-20"",""discovery""]"		popup_version|start_date|popup_category	182.0	0.0	0.0
"[""A"",""2020-04-13"",""discovery""]"		popup_version|start_date|popup_category	19446.0	0.0	0.0
"[""A"",""2020-04-10"",""Perfecting your Craft""]"		popup_version|start_date|popup_category	21.0	0.0	0.0
"[""A"",""2020-04-07"",""Understanding Publishing""]"		popup_version|start_date|popup_category	273.0	0.0	0.0
"[""A"",""2020-04-07"",""Perfecting your Craft""]"		popup_version|start_date|popup_category	161.0	0.0	0.0
"[""A"",""2020-04-01"",""Understanding Publishing""]"		popup_version|start_date|popup_category	91.0	0.0	0.0
"[""A"",""2020-05-08"",""""]"		popup_version|start_date|popup_category	35.0	0.0	0.0
"[""A"",""2020-03-13"",""Understanding Publishing""]"		popup_version|start_date|popup_category	2072.0	0.0	0.0
"["""",""2019-04-12"",""""]"		popup_version|start_date|popup_category	105.0	0.0	0.0
"[""A"",""2020-03-31"",""Book Marketing""]"		popup_version|start_date|popup_category	91.0	0.0	0.0
"[""A"",""2020-05-14"",""""]"		popup_version|start_date|popup_category	70.0	0.0	0.0
"[""A"",""2020-05-14"",""Perfecting your Craft, Understanding Publishing""]"		popup_version|start_date|popup_category	56.0	0.0	0.0
"[""A"",""2020-03-24"",""Book Design""]"		popup_version|start_date|popup_category	105.0	0.0	0.0
"[""A"",""2020-05-21"",""Understanding Publishing""]"		popup_version|start_date|popup_category	56.0	0.0	0.0
"[""A"",""2020-03-13"",""discovery""]"		popup_version|start_date|popup_category	2457.0	0.0	0.0
"["""","""",""Book Design""]"		popup_version|start_date|popup_category	168.0	0.0	0.0
"[""A"",""2020-05-25"",""Understanding Publishing""]"		popup_version|start_date|popup_category	112.0	0.0	0.0
"[""A"",""2020-05-26"",""Perfecting your Craft""]"		popup_version|start_date|popup_category	308.0	0.0	0.0
"[""A"",""2020-02-27"",""Book Marketing, From our Authors""]"		popup_version|start_date|popup_category	105.0	0.0	0.0
"[""A"",""2020-02-20"",""Book Marketing, Understanding Publishing""]"		popup_version|start_date|popup_category	35.0	0.0	0.0
"[""A"",""2020-01-09"",""discovery""]"		popup_version|start_date|popup_category	8386.0	0.0	0.0
"[""B"",""2019-01-22"",""""]"		popup_version|start_date|popup_category	273.0	0.0	0.0
"[""B"",""2019-11-06"",""Perfecting your Craft""]"		popup_version|start_date|popup_category	21.0	0.0	0.0
"[""B"",""2019-11-12"",""""]"		popup_version|start_date|popup_category	42.0	0.0	0.0
"[""A"",""2020-01-21"",""discovery""]"		popup_version|start_date|popup_category	6797.0	0.0	0.0
"["""","""",""From our Authors, Understanding Publishing""]"		popup_version|start_date|popup_category	1505.0	0.0	0.0
"[""B"",""2019-11-19"",""Book Marketing""]"		popup_version|start_date|popup_category	126.0	0.0	0.0
"[""B"",""2019-11-26"",""""]"		popup_version|start_date|popup_category	35.0	0.0	0.0
"[""B"",""2019-11-28"",""""]"		popup_version|start_date|popup_category	21.0	0.0	0.0
"[""B"",""2019-12-13"",""Book Design""]"		popup_version|start_date|popup_category	707.0	0.0	0.0
"[""A"",""2020-01-20"",""discovery""]"		popup_version|start_date|popup_category	3696.0	0.0	0.0
"[""B"",""2019-12-13"",""Understanding Publishing""]"		popup_version|start_date|popup_category	3773.0	0.0	0.0
"[""B"",""2019-12-17"",""discovery""]"		popup_version|start_date|popup_category	35.0	0.0	0.0
"[""B"",""2019-12-18"",""discovery""]"		popup_version|start_date|popup_category	147.0	0.0	0.0
"[""B"",""2020-01-09"",""discovery""]"		popup_version|start_date|popup_category	8449.0	0.0	0.0
"[""B"",""2020-01-10"",""Understanding Publishing""]"		popup_version|start_date|popup_category	161.0	0.0	0.0
"[""B"",""2020-01-13"",""discovery""]"		popup_version|start_date|popup_category	21.0	0.0	0.0
"[""B"",""2020-01-20"",""discovery""]"		popup_version|start_date|popup_category	3304.0	0.0	0.0
"[""B"",""2020-02-03"",""discovery""]"		popup_version|start_date|popup_category	2996.0	0.0	0.0
"[""B"",""2020-02-04"",""Understanding Publishing""]"		popup_version|start_date|popup_category	161.0	0.0	0.0
"[""B"",""2020-02-07"",""""]"		popup_version|start_date|popup_category	595.0	0.0	0.0
"[""B"",""2020-02-07"",""Understanding Publishing""]"		popup_version|start_date|popup_category	2821.0	0.0	0.0
"[""A"",""2020-01-13"",""discovery""]"		popup_version|start_date|popup_category	35.0	0.0	0.0
"[""B"",""2020-02-13"",""Perfecting your Craft""]"		popup_version|start_date|popup_category	273.0	0.0	0.0
"[""A"",""2020-01-10"",""Understanding Publishing""]"		popup_version|start_date|popup_category	196.0	0.0	0.0
"[""B"",""2019-11-04"",""Perfecting your Craft""]"		popup_version|start_date|popup_category	35.0	0.0	0.0
"[""B"",""2019-10-22"",""Perfecting your Craft""]"		popup_version|start_date|popup_category	2156.0	0.0	0.0
"[""B"",""2019-10-16"",""Book Marketing""]"		popup_version|start_date|popup_category	70.0	0.0	0.0
"[""B"",""2019-06-28"",""discovery""]"		popup_version|start_date|popup_category	5901.0	0.0	0.0
"[""B"",""2019-03-20"",""discovery""]"		popup_version|start_date|popup_category	1785.0	0.0	0.0
"[""B"",""2019-04-03"",""Perfecting your Craft, Understanding Publishing""]"		popup_version|start_date|popup_category	105.0	0.0	0.0
"[""A"",""2020-02-19"",""Understanding Publishing""]"		popup_version|start_date|popup_category	91.0	0.0	0.0
"[""B"",""2019-04-12"",""""]"		popup_version|start_date|popup_category	56.0	0.0	0.0
"[""B"",""2019-04-13"",""""]"		popup_version|start_date|popup_category	56.0	0.0	0.0
"[""A"",""2020-02-13"",""Perfecting your Craft, Understanding Publishing""]"		popup_version|start_date|popup_category	161.0	0.0	0.0
"[""B"",""2019-04-25"",""discovery""]"		popup_version|start_date|popup_category	21.0	0.0	0.0
"[""B"",""2019-05-23"",""Perfecting your Craft""]"		popup_version|start_date|popup_category	56.0	0.0	0.0
"[""B"",""2019-06-17"",""discovery""]"		popup_version|start_date|popup_category	1498.0	0.0	0.0
"[""B"",""2019-06-20"",""discovery""]"		popup_version|start_date|popup_category	273.0	0.0	0.0
"[""B"",""2019-07-04"",""discovery""]"		popup_version|start_date|popup_category	777.0	0.0	0.0
"[""B"",""2019-10-15"",""discovery""]"		popup_version|start_date|popup_category	2618.0	0.0	0.0
"[""B"",""2019-07-15"",""""]"		popup_version|start_date|popup_category	21.0	0.0	0.0
"[""B"",""2019-07-30"",""""]"		popup_version|start_date|popup_category	112.0	0.0	0.0
"[""B"",""2019-08-23"",""Book Marketing""]"		popup_version|start_date|popup_category	413.0	0.0	0.0
"[""A"",""2020-02-13"",""From our Authors""]"		popup_version|start_date|popup_category	56.0	0.0	0.0
"[""A"",""2020-02-09"",""discovery""]"		popup_version|start_date|popup_category	1477.0	0.0	0.0
"[""A"",""2020-02-07"",""""]"		popup_version|start_date|popup_category	560.0	0.0	0.0
"[""B"",""2019-09-23"",""Perfecting your Craft""]"		popup_version|start_date|popup_category	35.0	0.0	0.0
"[""A"",""2020-02-04"",""Understanding Publishing""]"		popup_version|start_date|popup_category	252.0	0.0	0.0
"[""B"",""2019-10-11"",""discovery""]"		popup_version|start_date|popup_category	70.0	0.0	0.0
"[""B"",""2019-10-14"",""Understanding Publishing""]"		popup_version|start_date|popup_category	21.0	0.0	0.0
"[""A"",""2020-06-10"",""Perfecting your Craft""]"		popup_version|start_date|popup_category	287.0	0.0	0.0
Don't forget your free copy of The Adventures of Tom Sawyer!		popup_header	833.0	0.0	0.0
"
Find your next client on bookly!"		popup_header	42.0	0.0	0.0
Don&#39;t wait for inspiration to strike...		popup_header	21.0	0.0	0.0
"
Free Course: Growing your Influence in Non-Fiction"		popup_header	602.0	0.0	0.0
"
Free Course: How To Get Your Books into Libraries"		popup_header	168.0	0.0	0.0
"
Free Course: How to Self-Edit Your Book"		popup_header	777.0	0.0	0.0
Don't forget your free copy of Agatha Christie's THE MURDER ON THE LINKS! 		popup_header	1442.0	0.0	0.0
"
Free Course: How to Self-Publish a Book"		popup_header	2380.0	0.0	0.0
Don't forget your free copy of David Copperfield!		popup_header	1190.0	0.0	0.0
"
Free Course: Pricing Books Internationally"		popup_header	994.0	0.0	0.0
Free Course: Writing a Novel		popup_header	469.0	0.0	0.0
"
Free Course: Start Writing a Book"		popup_header	1729.0	0.0	0.0
Free Course: The 3-Act Narrative		popup_header	161.0	0.0	0.0
"
Free Course: Writing Query Letters"		popup_header	21.0	0.0	0.0
Download our #1 English Resource		popup_header	294.0	0.0	0.0
Free Course: BookBub Ads for Authors		popup_header	1029.0	0.0	0.0
"
Free Course: Writing Unforgettable Characters"		popup_header	182.0	0.0	0.0
Free Course: An Insider's Guide to a Big 5 Publisher		popup_header	3409.0	0.0	0.0
"
Free Download: Standard Word Counts in Publishing"		popup_header	56.0	0.0	0.0
Don't forget your free copy of The Time Machine!		popup_header	2940.0	0.0	0.0
"
Download grátis: Modelo de perfil de personagem"		popup_header	21.0	0.0	0.0
"
Free Download: Writing Submissions Checklist"		popup_header	203.0	0.0	0.0
"
Free course: Facebook Ads for Authors"		popup_header	21.0	0.0	0.0
Don’t forget your free copy of The Collapsing Empire!		popup_header	21.0	0.0	0.0
"
Free course: How to write a short story"		popup_header	1750.0	0.0	0.0
"
Download: Worldbuilding-Vorlage"		popup_header	21.0	0.0	0.0
"
Scarica: modello di Worldbuilding"		popup_header	35.0	0.0	0.0
"
Download grátis: Lista completa de dispositivos literários"		popup_header	21.0	0.0	0.0
Where can you find editors, designers, and book marketers you can trust?		popup_header	287.0	0.0	0.0
Start reading Solomon Northup's classic memoir today. 		popup_header	15064.0	0.0	0.0
"
Besplatno preuzimanje: Infographic točke gledišta"		popup_header	21.0	0.0	0.0
"
Because you deserve better than Microsoft Word"		popup_header	938.0	0.0	0.0
Tired of getting recommended the same old adventure books?		popup_header	3696.0	0.0	0.0
Tired of waiting for Winds of Winter?		popup_header	7826.0	0.0	0.0
Want to be a book reviewer?		popup_header	7294.0	0.0	0.0
We'll take to a time when romance was alive		popup_header	2653.0	0.0	0.0
"
Aplikasi Menulis Ultimate GRATIS"		popup_header	21.0	0.0	0.0
"
Descărcați: Șablonul Worldbuilding"		popup_header	21.0	0.0	0.0
"
Amazing books deserve amazing covers"		popup_header	707.0	0.0	0.0
Win: Free cozy mystery books for a year		popup_header	70.0	0.0	0.0
Δωρεάν μάθημα: Χρήση της δομής 3 πράξεων		popup_header	21.0	0.0	0.0
بارگیری رایگان: 75 دستگاه ادبی و بلاغی		popup_header	21.0	0.0	0.0
تنزيل مجاني: 75 جهازًا أدبيًا وبلاغيًا		popup_header	42.0	0.0	0.0
ফ্রি ডাউনলোড: 75 অলঙ্কৃত ও সাহিত্যের ডিভাইস		popup_header	21.0	0.0	0.0
സ Download ജന്യ ഡൗൺലോഡ്: 75 സാഹിത്യ, വാചാടോപ ഉപകരണങ്ങൾ		popup_header	21.0	0.0	0.0
